customer_id,dpd,loan_amount,communication_score,utility_payment_score,sms_response_rate,credit_bureau_score,last_payment_days_ago,channel_preference,preferred_hour,business_vintage_years,annual_turnover,emi_amount,last_repayment_date,overdue_amount,repaid_in_7_days,repaid_in_14_days,repaid_in_30_days,default_risk
27254,60,79550,0.34008939284076656,0.748304751372198,0.7084042934822627,892,7,Call,10,9,1916928,42541,2025-03-12 09:04:57.578245,46736,0,0,0,1
27255,1,182098,0.991854777343547,0.2987711523656834,0.8341230363412919,375,6,Call,8,5,6936985,13979,2025-04-16 09:04:57.578245,3405,0,1,0,0
27256,5,17237,0.06282606761584253,0.8137612946156091,0.23008223182364274,357,75,SMS,15,17,6271849,23499,2025-02-16 09:04:57.578245,58847,0,0,1,0
27257,30,113991,0.30239221319195186,0.9952874703095685,0.636375502704387,565,83,SMS,15,10,1915294,8471,2025-05-05 09:04:57.578245,24542,0,0,0,1
27258,0,449162,0.13164344609068068,0.5417790408872032,0.37427089921396106,443,17,Email,14,17,2084228,40165,2025-04-29 09:04:57.578245,100673,0,1,0,0
27259,15,164732,0.2355193502590549,0.6323895521906068,0.022611413120609658,692,46,Email,10,22,1996967,22906,2025-04-29 09:04:57.578245,171109,0,1,1,1
27260,10,269327,0.44625784949247227,0.2936865363045872,0.6954865217256393,715,60,SMS,15,16,5696941,22248,2025-03-07 09:04:57.578245,81797,0,0,1,0
27261,15,289366,0.6128594295530455,0.14833552392321359,0.1790677103604229,869,89,WhatsApp,9,18,1644890,38997,2025-03-25 09:04:57.578245,42870,0,1,0,0
27262,60,9856,0.09800757025560358,0.6198289789070967,0.8543762978384488,634,68,Email,17,8,495258,2217,2025-04-19 09:04:57.578245,139713,0,1,0,1
27263,0,179333,0.5809964217835041,0.24085041148792907,0.0076401019491223465,337,13,Email,10,22,658614,14067,2025-03-28 09:04:57.578245,176976,0,0,1,0
27264,2,480464,0.7784530528087793,0.4450064773104966,0.7198921712826205,750,44,WhatsApp,11,17,8785292,21587,2025-03-31 09:04:57.578245,199043,1,1,0,0
27265,90,277153,0.9197836378792994,0.4986379317692097,0.4147758683784092,475,69,WhatsApp,11,17,1869161,31324,2025-02-26 09:04:57.578245,35312,1,1,0,0
27266,60,196988,0.20864559460356402,0.013469096810199366,0.0021011825604283496,359,83,Call,9,5,1561188,39787,2025-03-29 09:04:57.578245,31492,0,1,0,0
27267,5,365095,0.892179760706573,0.4019025053265831,0.9922949732986251,362,79,WhatsApp,14,23,7183460,45795,2025-04-17 09:04:57.578245,59958,0,0,1,0
27268,90,130777,0.8710543827802351,0.3878913769389798,0.4507372840226427,877,75,Call,10,10,6264863,38228,2025-05-04 09:04:57.578245,198713,0,0,1,0
27269,30,11407,0.281802263228516,0.20906889362833425,0.9084477909642714,775,34,SMS,9,21,8171734,3547,2025-03-28 09:04:57.578245,20175,0,1,0,0
27270,1,303854,0.6874735624985812,0.032663607829782615,0.6207686138489057,728,15,SMS,9,15,3669634,30028,2025-04-28 09:04:57.578245,128413,0,0,1,0
27271,0,112507,0.6935413137455955,0.1437944210573081,0.3094185978147015,577,82,Email,8,9,6506743,30982,2025-03-08 09:04:57.578245,147905,0,1,0,1
27272,0,66812,0.9474275348554099,0.8432140061162304,0.788160615804411,648,53,Call,15,1,139926,6610,2025-02-14 09:04:57.578245,74245,0,0,1,1
27273,2,305091,0.231160273011898,0.15818363988836803,0.8892359459140119,569,44,WhatsApp,16,20,4034443,41624,2025-02-21 09:04:57.578245,153841,0,0,1,0
27274,1,301927,0.09263864994948345,0.7765191426913595,0.03806555171333059,740,78,SMS,18,10,9041151,20960,2025-03-16 09:04:57.578245,98639,0,1,1,1
27275,5,367953,0.5595660407359548,0.18881766623271945,0.21568466985150003,452,53,Email,12,6,6247643,8639,2025-03-09 09:04:57.578245,96904,0,1,1,0
27276,60,292499,0.2571761404785474,0.5345550401963751,0.5876501928225072,356,42,Call,13,8,7632479,7464,2025-03-27 09:04:57.578245,127988,0,0,0,0
27277,10,311635,0.23583222181644292,0.5854302219801222,0.5660269589967438,510,21,Email,14,10,111528,2354,2025-04-17 09:04:57.578245,63050,1,1,1,0
27278,10,46658,0.9231289063826716,0.7241502330490162,0.842588854077946,854,16,Call,11,15,5604501,7724,2025-04-02 09:04:57.578245,132956,0,0,0,1
27279,15,259138,0.7231233217565355,0.095352383239513,0.3311656284182839,460,86,WhatsApp,10,9,2261084,6231,2025-04-18 09:04:57.578245,56200,0,0,0,0
27280,10,194385,0.6697870212004221,0.6083666565322227,0.05981608857231169,753,79,WhatsApp,11,8,9930566,27156,2025-04-26 09:04:57.578245,143257,0,0,0,0
27281,10,200489,0.9522063024229808,0.6516095062388616,0.4571649513782656,419,20,Call,10,9,3330255,5314,2025-04-25 09:04:57.578245,76131,0,0,0,0
27282,30,16640,0.06904188049310123,0.9397494003712265,0.7476555900310027,811,54,Call,8,7,616986,36117,2025-02-22 09:04:57.578245,182044,0,1,0,0
27283,15,147749,0.5871302954481524,0.34903743219027084,0.533050473451949,813,18,Call,18,14,9349781,10894,2025-03-28 09:04:57.578245,192322,0,0,0,1
27284,1,254899,0.48746499242320873,0.6237524761770281,0.4781896784125006,520,53,SMS,16,16,1067330,23340,2025-03-02 09:04:57.578245,119156,1,0,1,0
27285,0,53606,0.3021486631261199,0.7883122464049376,0.04770356074996196,438,10,Email,18,8,9854064,33975,2025-04-08 09:04:57.578245,133811,0,1,0,0
27286,0,455725,0.5866358458837004,0.8290066120998125,0.30724098007757616,373,21,Call,13,17,1368557,48925,2025-03-22 09:04:57.578245,137649,0,0,1,1
27287,5,299040,0.8002735618266227,0.3010687585860401,0.841627786164888,511,75,WhatsApp,13,4,5639038,2115,2025-02-14 09:04:57.578245,154210,0,1,0,0
27288,1,260127,0.5613809547227154,0.3343913016502168,0.39097374089367,893,35,Call,11,21,9060601,45272,2025-03-26 09:04:57.578245,193802,0,1,0,0
27289,15,265192,0.1739081475276909,0.7893289807234971,0.23496338587057775,759,27,WhatsApp,11,23,4966015,35214,2025-02-09 09:04:57.578245,17228,0,0,1,0
27290,90,448068,0.5637159565289884,0.5831791114689082,0.6592209328948389,318,19,WhatsApp,8,21,4695679,13004,2025-03-11 09:04:57.578245,192962,1,0,0,0
27291,60,249872,0.19645510360007779,0.09043507129776973,0.32466346498978027,719,60,SMS,18,5,9671925,22503,2025-04-24 09:04:57.578245,120142,0,1,1,0
27292,5,462944,0.15111757958762584,0.2888750113066545,0.40280439428110004,738,24,WhatsApp,17,7,4076242,43458,2025-03-03 09:04:57.578245,15492,0,0,0,0
27293,1,27867,0.546796639058194,0.6564656380438716,0.006142537204081533,899,59,WhatsApp,15,7,6801203,6951,2025-02-15 09:04:57.578245,162207,0,1,1,0
27294,0,373431,0.1060742896335507,0.385826161190011,0.31110747841986564,464,61,WhatsApp,14,12,8148081,17853,2025-05-04 09:04:57.578245,58375,0,1,0,1
27295,30,193624,0.37617999229790955,0.6326120128601058,0.8782148878646454,662,28,Email,8,16,4189115,32889,2025-04-02 09:04:57.578245,4496,0,0,1,1
27296,2,461755,0.6498945536006466,0.9796901126614315,0.483518203218403,847,82,Email,8,10,2145392,20513,2025-04-05 09:04:57.578245,72100,0,1,1,1
27297,15,8269,0.5831480767553591,0.878116508643151,0.9379793206927006,322,5,Call,9,13,2583905,32132,2025-05-02 09:04:57.578245,118497,0,1,1,1
27298,10,110919,0.48376617329092986,0.23242180034932014,0.6193474359907045,721,54,WhatsApp,19,17,6843696,46648,2025-04-14 09:04:57.578245,114587,1,1,0,0
27299,10,84395,0.24299251909212438,0.11575722813326594,0.7144697121495586,663,64,WhatsApp,13,6,7831605,3041,2025-02-14 09:04:57.578245,22607,0,0,1,0
27300,1,319472,0.3003983138448544,0.7103636335542093,0.34894916552113575,643,6,WhatsApp,10,9,7629400,4037,2025-02-20 09:04:57.578245,75659,0,0,1,0
27301,90,63259,0.21988881271277194,0.03129927047124115,0.6926111592137827,812,33,SMS,16,9,6087606,47117,2025-03-08 09:04:57.578245,157744,0,0,1,1
27302,5,150369,0.5253931298073139,0.37020776493056595,0.49781860561215285,526,28,Email,14,17,7376752,29114,2025-03-07 09:04:57.578245,34519,0,1,1,1
27303,0,413935,0.887723736287355,0.17253411900063909,0.04977442837172019,884,9,SMS,12,23,765076,36737,2025-03-13 09:04:57.578245,185507,0,1,1,0
27304,1,487225,0.8428436315052036,0.01077929463343752,0.3621836278260748,721,63,Email,8,21,7533702,47756,2025-03-28 09:04:57.578245,132881,0,1,1,0
27305,90,279955,0.7998567050997197,0.7913544417507998,0.4515208992879085,352,23,Email,8,22,5582320,42916,2025-04-29 09:04:57.578245,39796,0,0,0,0
27306,30,108302,0.28383630921312664,0.8326519611537008,0.23183350085856935,468,80,Email,19,2,2650791,35407,2025-02-08 09:04:57.578245,192867,0,1,0,0
27307,1,123439,0.47126993893512026,0.22652854648605436,0.15740739521568425,320,7,Email,15,11,3376458,33075,2025-04-30 09:04:57.578245,111078,0,0,1,0
27308,30,330085,0.3916499348627901,0.4613547393403722,0.4601494968693227,532,9,SMS,9,13,891373,17281,2025-03-03 09:04:57.578245,141845,0,0,0,0
27309,5,427101,0.5268336563082691,0.6409962351030156,0.8161302892090845,790,70,SMS,14,24,8895233,36581,2025-02-17 09:04:57.578245,93845,0,0,1,1
27310,1,135601,0.4450311459840588,0.37812969253539197,0.8553168976297546,845,76,Email,16,6,3548422,10213,2025-04-02 09:04:57.578245,124195,0,0,1,0
27311,5,387300,0.4568631097466044,0.8548151144539504,0.4953928045171344,819,72,Email,15,23,9139060,8459,2025-03-30 09:04:57.578245,99098,0,0,1,0
27312,10,265949,0.06827673304237214,0.5810097403461001,0.024473318633029484,509,27,WhatsApp,11,8,1007854,20025,2025-03-23 09:04:57.578245,157946,0,1,1,0
27313,5,432479,0.201238599957268,0.3476520220627969,0.329773566043992,815,52,Call,9,3,9142561,3293,2025-03-02 09:04:57.578245,25709,0,1,0,1
27314,2,464842,0.375797150708324,0.8171781273511648,0.9580318936383622,354,81,WhatsApp,12,20,5748104,24861,2025-04-27 09:04:57.578245,176006,0,1,1,0
27315,15,118585,0.23368605713728463,0.1522850900562257,0.4998556194679784,869,56,SMS,11,22,490203,15941,2025-02-27 09:04:57.578245,88766,0,1,0,0
27316,0,455728,0.87538531806854,0.10998651126556436,0.3520311457429137,579,25,Email,9,16,8391377,12362,2025-03-09 09:04:57.578245,80212,0,0,0,0
27317,60,121887,0.9018961699091866,0.9577610905011527,0.6472116613520831,659,5,Call,16,15,9347353,8829,2025-05-03 09:04:57.578245,106458,1,0,1,0
27318,10,230292,0.6910005906459987,0.7220905547886914,0.2938939024140602,804,18,WhatsApp,18,3,8227429,15729,2025-02-11 09:04:57.578245,90078,1,0,0,0
27319,60,63084,0.9534855281797648,0.870721081079011,0.6233383332244253,396,3,WhatsApp,9,16,6790952,35618,2025-05-02 09:04:57.578245,78667,1,1,1,0
27320,5,328541,0.10954169469952513,0.9512430722542655,0.591914934778141,416,72,WhatsApp,14,23,4033943,38800,2025-03-26 09:04:57.578245,106897,1,1,1,0
27321,5,29737,0.34660183324484817,0.6130900505823264,0.859323336558214,758,9,Call,15,18,3190754,18995,2025-02-25 09:04:57.578245,37155,0,1,0,0
27322,10,85486,0.9844897463924912,0.44080150757772296,0.647845333931629,852,38,Email,17,6,5976906,14870,2025-03-02 09:04:57.578245,188643,0,0,1,0
27323,10,46567,0.6517395662900132,0.9774709583611134,0.19695740864408295,416,45,Call,15,9,8570023,16522,2025-02-11 09:04:57.578245,60117,0,1,1,0
27324,15,54879,0.9551381342349435,0.6011582216764523,0.3326798464605598,764,32,Email,9,9,6984322,38789,2025-04-11 09:04:57.578245,62732,0,0,0,0
27325,10,442960,0.2114126056491138,0.9855749385358872,0.33560229158275323,832,76,WhatsApp,17,22,7159655,10219,2025-04-02 09:04:57.578245,83188,0,1,1,0
27326,10,120330,0.4523023445341693,0.25189396103393946,0.9707770178673946,792,44,SMS,17,23,7040969,21305,2025-02-19 09:04:57.578245,158224,0,1,0,1
27327,60,133981,0.2579254614682982,0.8979974324677605,0.45802165161008523,465,54,SMS,13,5,2568526,49779,2025-04-26 09:04:57.578245,172739,0,0,0,0
27328,15,487199,0.9058078234485729,0.4632683611361579,0.286892867339257,591,76,WhatsApp,16,9,7985948,12472,2025-04-27 09:04:57.578245,178617,1,0,1,0
27329,1,264557,0.6401112303977748,0.22864282476945352,0.7735472137399649,642,43,SMS,15,4,8993300,21801,2025-05-06 09:04:57.578245,191145,0,1,1,0
27330,5,49745,0.679528778703944,0.7703278487887136,0.3835569842654599,394,8,WhatsApp,19,23,4003657,9873,2025-02-22 09:04:57.578245,117413,1,0,1,0
27331,5,313002,0.6041037619470916,0.12884970735581414,0.43006442558260294,797,77,Email,13,18,2247332,5106,2025-05-06 09:04:57.578245,188040,1,1,0,0
27332,10,494235,0.7928782464171085,0.9696744522057731,0.5817231877851289,454,0,WhatsApp,19,16,3424675,5380,2025-03-11 09:04:57.578245,29432,0,0,0,0
27333,15,131824,0.509418177137663,0.9847693637776752,0.3653918988302107,626,52,SMS,12,19,860680,7198,2025-03-01 09:04:57.578245,191657,0,0,1,0
27334,10,394035,0.8677491668445779,0.8239692170708165,0.867428356378673,627,34,Call,11,22,4925159,3996,2025-02-26 09:04:57.578245,173145,0,0,0,0
27335,15,258259,0.041525901066406856,0.24739812431399977,0.49249498422405236,772,82,Call,19,20,456230,39823,2025-04-03 09:04:57.578245,95245,1,1,1,0
27336,60,427959,0.7988248183614114,0.5115851289184548,0.34754477231280045,372,54,SMS,13,18,8880019,15305,2025-03-30 09:04:57.578245,88905,0,1,1,0
27337,5,429490,0.01767621540504727,0.5874631951735197,0.048500331384107476,480,61,WhatsApp,10,19,3037261,11909,2025-04-21 09:04:57.578245,64293,0,0,0,0
27338,2,369491,0.3300056192317512,0.7204112144177471,0.6064775225290848,849,12,Call,15,23,3032606,15877,2025-03-30 09:04:57.578245,125926,0,0,0,0
27339,90,341963,0.45248992140735744,0.2853019362381538,0.656764413961471,443,34,Call,14,4,2097909,32882,2025-05-04 09:04:57.578245,44524,0,1,0,1
27340,2,322673,0.5534170707373247,0.9368341177953957,0.7261444635472345,395,58,SMS,19,6,1714088,22272,2025-02-22 09:04:57.578245,33422,0,0,0,0
27341,60,244856,0.9037012851555289,0.8558966484463384,0.18231816694711211,868,18,SMS,19,20,8175888,37970,2025-04-30 09:04:57.578245,6879,0,0,0,1
27342,10,385359,0.8998099001299137,0.2933990721211943,0.4202517583603862,651,6,Call,17,24,6879383,43204,2025-03-17 09:04:57.578245,28807,0,0,0,0
27343,90,96134,0.8213146130543525,0.37789701552852584,0.6998425807070051,637,56,Call,14,8,6349375,30551,2025-04-05 09:04:57.578245,37410,0,0,1,0
27344,2,47694,0.9836772828956227,0.017540160960655138,0.4154555405121164,329,62,WhatsApp,11,17,1171922,26692,2025-04-05 09:04:57.578245,12171,0,1,0,0
27345,60,270910,0.2982160400349564,0.8923253274187566,0.7489717703126497,393,75,SMS,14,10,1823705,18727,2025-03-17 09:04:57.578245,194330,0,0,1,0
27346,30,217177,0.73911968070686,0.8821856281708041,0.4790933148837059,831,83,WhatsApp,16,19,3818732,22149,2025-02-28 09:04:57.578245,175440,0,1,0,0
27347,30,283681,0.06354558398417476,0.22061060650133857,0.4150909049739613,698,65,Call,19,17,4787349,5141,2025-02-28 09:04:57.578245,58516,0,0,1,0
27348,90,494630,0.31949317572548863,0.9640613554394467,0.2838596325680882,613,9,Call,12,11,8581025,45573,2025-03-18 09:04:57.578245,6431,0,1,0,0
27349,60,320573,0.3238899999722651,0.962465622081022,0.4503061426009829,863,70,SMS,9,11,3559748,25854,2025-02-07 09:04:57.578245,158046,0,1,1,0
27350,2,448575,0.2612764058151793,0.44121959399897526,0.5022982708881615,521,10,SMS,8,17,4661492,47073,2025-02-17 09:04:57.578245,1872,0,0,0,1
27351,15,269759,0.9763717593489402,0.116338397688313,0.20963981772456142,566,30,SMS,12,22,4235813,46729,2025-05-01 09:04:57.578245,15284,1,0,0,0
27352,15,397830,0.9445982668697375,0.8082287027515569,0.24065034574905586,732,87,Email,18,17,4035910,12973,2025-03-15 09:04:57.578245,35147,0,1,1,0
27353,10,255420,0.39315007411655956,0.4560913559212131,0.9567720331393108,579,15,WhatsApp,17,20,5958691,8367,2025-02-25 09:04:57.578245,50375,0,1,1,0
27354,2,337999,0.37139282404906016,0.010340552995844243,0.11919962427429431,866,54,SMS,16,10,8857189,34266,2025-04-18 09:04:57.578245,57615,0,0,1,0
27355,90,105284,0.4873720609803167,0.841400537478077,0.7830894701671381,643,82,WhatsApp,15,22,600177,4683,2025-05-04 09:04:57.578245,10895,0,0,1,0
27356,30,263593,0.42753489546411805,0.8475298682634914,0.14574480372426302,720,82,Call,16,11,2715402,34797,2025-02-26 09:04:57.578245,35644,1,0,0,0
27357,5,94133,0.30200966304728216,0.2665617534348568,0.7663292954888974,884,82,Email,8,15,9028391,26513,2025-04-26 09:04:57.578245,134272,1,0,1,0
27358,15,365143,0.2633568281304126,0.5810232742622167,0.1316483327631356,600,44,SMS,13,18,8580251,15739,2025-02-20 09:04:57.578245,191267,0,1,1,0
27359,10,363739,0.9306159038033378,0.8804717201357575,0.9840246951432537,814,79,Call,8,16,7882873,49260,2025-02-14 09:04:57.578245,77510,1,1,0,0
27360,0,433873,0.20060089557628147,0.5923827013551812,0.9990467049081382,394,65,Call,18,2,4623095,17618,2025-03-30 09:04:57.578245,122907,0,1,1,0
27361,1,376249,0.3976948550284556,0.12157645791213734,0.6930176228458923,704,81,WhatsApp,19,23,8141526,20723,2025-04-08 09:04:57.578245,42560,0,1,1,0
27362,0,13900,0.6915044209666215,0.22030265872194787,0.9086352793379177,888,10,Call,13,7,1571059,22186,2025-03-09 09:04:57.578245,17420,0,1,1,0
27363,90,414071,0.9731705102606698,0.5802955858649892,0.4567882339542071,606,30,SMS,13,15,6415176,7948,2025-05-05 09:04:57.578245,114676,0,1,1,0
27364,90,17810,0.7096616111848753,0.28561150148309267,0.2793154333411062,673,46,WhatsApp,19,2,9985555,18934,2025-04-16 09:04:57.578245,69682,1,0,1,1
27365,10,174842,0.5436912489949386,0.3383235785178691,0.04499104680839039,573,43,Call,14,14,7848404,45832,2025-04-29 09:04:57.578245,105576,0,0,1,0
27366,60,45933,0.46357338993219366,0.9818793831141478,0.33111036342087485,890,9,SMS,15,2,389493,9548,2025-04-07 09:04:57.578245,15546,0,0,1,1
27367,5,494702,0.6448371679558119,0.2606079810462887,0.5022615559937952,491,43,WhatsApp,10,22,5039779,26654,2025-04-02 09:04:57.578245,88624,0,1,1,0
27368,0,319453,0.6864211960782736,0.4173824499498682,0.2248491214256405,873,40,Call,17,15,3193420,37279,2025-02-08 09:04:57.578245,151574,1,0,1,0
27369,5,363218,0.9928769906122987,0.44141612220929827,0.22660279857823717,332,53,Call,10,11,673166,21489,2025-03-05 09:04:57.578245,91229,0,0,1,0
27370,30,98329,0.3493385425645278,0.2331080966504966,0.7917553568962725,641,54,WhatsApp,16,8,2423107,28125,2025-03-09 09:04:57.578245,44366,1,1,1,0
27371,1,17241,0.21243672697216953,0.7523750456590256,0.3730288613470153,708,58,Email,17,13,4661680,17830,2025-04-30 09:04:57.578245,33127,0,0,1,0
27372,1,198182,0.42519027918826524,0.3979760318586437,0.4711153146304573,456,81,SMS,19,5,6706659,38263,2025-04-01 09:04:57.578245,159966,0,1,0,0
27373,15,291675,0.24623046764215029,0.31000691660670066,0.9755803944588901,342,69,Call,19,21,7900112,38379,2025-02-08 09:04:57.578245,142550,0,0,0,1
27374,90,195781,0.046142895779649584,0.7754116345523322,0.9266405105972985,686,34,SMS,16,22,1774022,27246,2025-03-05 09:04:57.578245,89516,0,0,0,0
27375,2,32158,0.9672972597602343,0.8261230983044241,0.8436155223348469,734,70,Email,14,6,750851,45234,2025-03-02 09:04:57.578245,40462,0,1,1,0
27376,30,243951,0.061091204053439374,0.49863463557893084,0.09211346247552432,660,65,SMS,14,1,1100543,32447,2025-04-01 09:04:57.578245,148482,0,1,1,0
27377,90,139717,0.48145592895964695,0.8402771086783772,0.27975173746992854,591,44,SMS,9,4,2560403,23217,2025-04-25 09:04:57.578245,118117,1,1,0,0
27378,90,170961,0.47794214891305176,0.984488112522475,0.6732620757993413,383,14,Call,14,10,8692217,48237,2025-03-28 09:04:57.578245,158439,0,1,0,0
27379,5,363928,0.1853888723688526,0.4334347855018206,0.5164786605745934,790,39,Call,13,8,1873692,2200,2025-02-21 09:04:57.578245,158147,1,0,1,0
27380,1,433925,0.5775136295364861,0.17803801255847873,0.9570811461743857,474,74,Call,11,9,9042583,46762,2025-03-01 09:04:57.578245,150275,1,0,0,1
27381,0,25264,0.8244132919067857,0.7546704957531896,0.23510896382880087,626,65,Call,12,23,9855019,3013,2025-02-21 09:04:57.578245,184834,0,0,0,0
27382,15,266374,0.8763654778711191,0.7604811434556834,0.23170320467752736,798,37,WhatsApp,11,4,9699704,47848,2025-04-08 09:04:57.578245,57331,0,1,1,0
27383,10,128244,0.36585784616983075,0.7218162616928907,0.9601768204334297,888,15,Call,11,6,7975126,34240,2025-05-01 09:04:57.578245,55948,1,0,1,0
27384,15,81039,0.19418933344970002,0.2450286068366223,0.3000492642546485,870,30,SMS,13,12,1956615,31192,2025-03-20 09:04:57.578245,131495,0,0,1,0
27385,30,119590,0.5069629433052195,0.5915137651143717,0.5900792109384742,403,31,Email,17,15,652748,23164,2025-03-15 09:04:57.578245,101228,0,0,0,1
27386,90,97976,0.12176252617872774,0.3300415864883456,0.6763902814899923,644,43,Call,11,13,6232630,26759,2025-03-29 09:04:57.578245,187920,0,1,1,0
27387,15,387831,0.8502627533936014,0.8944364069071847,0.48000374939256796,799,27,SMS,11,6,6041665,22288,2025-02-18 09:04:57.578245,27979,1,0,0,0
27388,15,316480,0.46027900783195685,0.17249090719785176,0.18153050151356298,882,4,SMS,16,7,187257,13460,2025-04-24 09:04:57.578245,148465,0,1,0,0
27389,2,131383,0.8897224441316675,0.637510695300761,0.42212801621060136,584,77,SMS,12,4,1434819,23043,2025-03-28 09:04:57.578245,135763,0,1,0,0
27390,60,222780,0.037672808469406904,0.8208017047555141,0.8972510832626743,559,76,Email,12,19,1410840,12305,2025-04-30 09:04:57.578245,141953,1,0,0,0
27391,90,286533,0.8459131989613606,0.09974688075748872,0.7275951422850845,676,38,Email,17,3,4690926,38760,2025-03-31 09:04:57.578245,60640,0,1,1,0
27392,0,242031,0.2596097006287764,0.8540519962544251,0.9323243580321594,441,5,Call,15,3,9896358,46431,2025-02-28 09:04:57.578245,172713,0,0,1,1
27393,15,202337,0.9555004657838614,0.5127181847913248,0.3352302384087773,606,11,WhatsApp,19,9,3266290,31673,2025-03-05 09:04:57.578245,186100,1,1,0,0
27394,30,92145,0.07715006117250023,0.8905591794302501,0.6884618942644278,887,15,WhatsApp,10,24,3675725,13859,2025-03-17 09:04:57.578245,2573,0,0,1,0
27395,60,410483,0.8385461345651495,0.8329413566403394,0.7248170714377459,844,88,Email,18,19,667500,48125,2025-04-08 09:04:57.578245,22835,0,1,1,0
27396,60,464318,0.5338612345933902,0.0010546860777150835,0.21996695339859118,658,72,Email,17,20,5218164,38983,2025-03-04 09:04:57.578245,83152,1,0,1,1
27397,30,330768,0.1940908975617306,0.8221194487776834,0.782137306629193,844,62,SMS,17,14,3092349,10701,2025-04-05 09:04:57.578245,61329,0,1,1,0
27398,60,6311,0.43119929438460713,0.3137398783994557,0.44404714317781724,452,0,Call,8,13,3867331,4590,2025-03-24 09:04:57.578245,92124,0,0,0,0
27399,90,25822,0.3035192286787485,0.43695198567804816,0.9735394369632332,841,50,Call,15,13,843421,3216,2025-02-07 09:04:57.578245,54583,1,0,1,0
27400,30,82151,0.23827706076865052,0.7032243042041195,0.45778889936735745,590,16,WhatsApp,9,23,4310763,33022,2025-03-29 09:04:57.578245,62020,1,0,0,0
27401,2,274880,0.6216101833867759,0.3373859730828441,0.4656180275740853,423,68,Email,12,18,6094769,29348,2025-03-15 09:04:57.578245,23377,0,0,0,0
27402,90,259563,0.6754040514150603,0.5501656180646731,0.46254820227831817,878,45,WhatsApp,15,7,1094001,43148,2025-05-03 09:04:57.578245,181824,1,0,1,0
27403,0,344972,0.10646451639696564,0.24536808117887765,0.0035445139308092344,550,39,Call,12,14,465065,16129,2025-03-01 09:04:57.578245,177747,1,0,0,0
27404,60,150270,0.7252689924212985,0.5694216592083375,0.4770325643074623,633,27,WhatsApp,19,10,4952518,46439,2025-04-27 09:04:57.578245,31725,1,0,1,0
27405,15,71159,0.4830085281257559,0.7534339583017997,0.42085758329500167,439,50,WhatsApp,13,19,6173192,46143,2025-04-20 09:04:57.578245,51504,0,1,0,1
27406,2,438600,0.5300885483085829,0.6036478220929521,0.09270947629561122,690,44,Email,12,18,3922600,22141,2025-02-26 09:04:57.578245,3015,0,0,1,0
27407,90,210297,0.7437195750940351,0.7804160265770482,0.2013190704576726,773,37,Call,15,23,9871469,49137,2025-02-09 09:04:57.578245,75426,0,0,1,0
27408,15,305977,0.4318135316706261,0.7685247548289327,0.42135033679432843,839,34,SMS,17,16,6051537,24213,2025-03-07 09:04:57.578245,127102,0,1,1,0
27409,30,397798,0.5935497725692281,0.2868323938611289,0.47125701791679175,767,25,SMS,10,20,1912789,18955,2025-03-17 09:04:57.578245,160931,1,1,1,0
27410,1,234182,0.5130385756988227,0.05879039603183289,0.6382803839242879,535,75,Email,10,3,7036156,33801,2025-03-10 09:04:57.578245,89148,0,0,1,1
27411,0,78950,0.11874060539107723,0.2688201997142583,0.8944977798201518,709,81,Email,10,16,9321960,26894,2025-03-27 09:04:57.578245,38420,1,1,1,1
27412,0,30528,0.42770419525613756,0.8023852443039595,0.13177905262291345,830,73,Call,16,13,5861972,33593,2025-04-13 09:04:57.578245,50280,0,1,0,0
27413,2,285434,0.8361396123948692,0.569364856467718,0.06787509510920753,777,33,Email,17,10,2402047,18892,2025-03-01 09:04:57.578245,96663,1,0,1,0
27414,2,350224,0.02999304302038952,0.9661212026221218,0.41136270860502067,635,60,SMS,10,23,1075848,13987,2025-03-01 09:04:57.578245,150309,0,0,0,1
27415,60,450152,0.033600902910814745,0.02168811379945723,0.14113580150912486,300,62,Email,17,13,1588949,13239,2025-02-25 09:04:57.578245,149853,0,1,0,1
27416,30,205442,0.9292100620406637,0.8276435255450086,0.7991098468955061,463,5,Call,9,20,4798879,31303,2025-04-04 09:04:57.578245,88039,1,1,1,0
27417,60,420586,0.820155489185827,0.3698974583566349,0.7491138916367632,689,53,Call,9,9,5821894,19311,2025-04-13 09:04:57.578245,182370,1,1,1,0
27418,0,361889,0.003534746830210822,0.922299015995911,0.47981618203976906,450,3,SMS,12,3,9624761,24918,2025-02-27 09:04:57.578245,192494,1,0,1,1
27419,5,489030,0.9345444718322381,0.9043251271687996,0.2669617684189949,458,77,Call,8,2,1272479,3576,2025-03-11 09:04:57.578245,54761,1,0,1,1
27420,60,388169,0.2977447189950806,0.9410277778351317,0.4320134173838528,897,46,WhatsApp,10,12,6829097,39319,2025-04-13 09:04:57.578245,112286,0,0,1,1
27421,1,356009,0.45048448792786144,0.44528577574561545,0.24277250053213406,476,69,WhatsApp,9,8,9377633,7175,2025-04-03 09:04:57.578245,24315,1,1,1,0
27422,30,331661,0.23537214626880687,0.8677120982137941,0.5025260565274419,892,62,WhatsApp,14,21,1206064,46094,2025-04-05 09:04:57.578245,165085,0,0,1,0
27423,60,251756,0.17687281909546015,0.2121914485951396,0.0947858001885703,351,28,WhatsApp,16,23,1185747,12932,2025-05-06 09:04:57.578245,177600,1,1,0,1
27424,90,436933,0.1228012005599195,0.776411807687639,0.24180648737043264,668,46,SMS,18,17,2806464,19834,2025-05-02 09:04:57.578245,138799,1,0,1,0
